repository,language,community,continuous_integration,documentation,history,management,license,unit_test,pull,dependency,releases,size,weight-based score,Engineered Project
cloudfoundry/bosh-softlayer-cpi-release,Go,6,1,0.067022409,19.06944444,1.444444444,1,0,1,0.030811421,0,1288582,60,project
hortonworks/streamline,Java,9,1,0.14648257,48.26,9.22,1,0.204145631,0.99668215,0.629370629,0,277062,80,project
graylog-labs/graylog2-web-interface,NULL,7,0,0,75.62318841,2.101449275,0,0,1,0,0,12,50,project
kubernetes/examples,Shell,112,0,0.125179142,26.7972973,1.689189189,1,0,0.99132321,0,0,31742,60,project
macacajs/UIAutomatorWD,Java,4,1,0.119808709,2.885714286,0.685714286,1,0.021493213,1,0.043478261,0,6994,40,project
containerd/continuity,Go,12,0,0.090536224,4.389830508,0.813559322,1,0,0.98019802,0,0,372962,60,project
marklogic-community/slush-marklogic-node,JavaScript,9,0,0.008961375,13.57894737,5.631578947,1,0,0.982102908,0.162962963,1,248164,60,project
bookshelf/bookshelf,JavaScript,10,1,0.09619697,21.55681818,2.306818182,1,0,0.997938144,0.359422492,0,78996,70,project
rotaready/moment-range,JavaScript,7,0,0.057716837,3.204545455,2.090909091,1,0,0.937106918,0.137931034,0,5910,60,project
metaparticle-io/sync,Rust,3,0,0.076268412,7.75,2,1,0,0.857142857,0.6,0,5644,50,project
Tencent/wepy,JavaScript,6,1,0.057329448,52.75555556,7.066666667,1,0,0.995145631,0.578956966,0,93824,60,project
aws-samples/emr-bootstrap-actions,Python,9,0,0.181697905,6.842105263,1.561403509,1,0,0.933035714,0,0,14844,60,project
opencv/opencv,C++,36,0,0.13463536,235.5483871,0,1,0.041680749,0,5.32E-05,0,4115560,60,project
emberjs/ember.js,JavaScript,37,0,0.148778035,178.8928571,2.428571429,1,0,0,0.522123894,1,247154,65,project
ariya/phantomjs,C++,8,0,0.181845588,17.1754386,0.201754386,1,0,1,0,0,54278,60,project
github/github-services,Ruby,123,1,0.0555,26.79069767,7.147286822,1,0.511443251,1,0.5,1,30224,70,project
NixOS/nixpkgs,Nix,151,0,0.056729719,1165.124402,0,1,0,0,0,1,3517802,40,project
scikit-learn/scikit-learn,Python,88,1,0.328024411,203.9296875,0,1,0.014521991,0,0.625,1,401242,70,project
sjl/badwolf,Vim script,2,0,0.249797898,0.770833333,0.208333333,1,0,0.896551724,0,1,1856,20,project
composer/composer,PHP,63,0,0.187269307,87.90265487,3.150442478,1,0.444485393,0,0,1,136516,65,project
Netflix/curator,Java,1,0,0.097340692,20.19230769,3.076923077,1,0.736622074,0.992592593,0,0,3598,50,project
scribejava/scribejava,Java,8,0,0.103655793,9.841666667,4.775,1,0.130458077,0.981481481,0,1,31874,70,project
kliment/Printrun,Python,6,0,0.16813217,25.32142857,6.473214286,1,0,0.986706056,0,1,48438,60,project
jquery/testswarm,PHP,3,1,0.130779818,6.183206107,1.664122137,1,0,1,0.203703704,1,59366,50,project
benoitc/gunicorn,Python,20,1,0.176640042,22.1796875,1.609375,1,0.057909102,0.956829441,0.5,1,25152,80,project
cbeust/testng,Java,8,1,0.103423877,28.49112426,1.420118343,1,0.951787593,0.983889528,0,1,182464,70,project
binarydud/pyres,Python,11,1,0.11048425,6.227272727,1.454545455,1,0.044953724,0.912621359,0.25,0,7568,80,project
elixir-lang/elixir,Elixir,20,0,0.213087187,145.2931034,0.094827586,1,0,0,0.125,0,257374,65,project
ops4j/org.ops4j.pax.web,Java,6,0,0.202429782,19.91194969,1.830188679,1,0.275480512,0.998154982,0,0,214674,70,project
hierynomus/sshj,Java,5,0,0.289211605,7.293650794,3.73015873,1,0.143837902,0.982638889,0.441176471,1,46106,80,project
cdnjs/cdnjs,NULL,3,0,0,745.7192982,0.078947368,1,0,0,0,1,0,25,project
lg/murder,Ruby,3,0,0.04300454,0.722891566,0.108433735,1,0,0.8125,0,0,23188,10,project
markdalgleish/fathom,JavaScript,2,0,0.04084507,0.734693878,0.285714286,1,0,1,0,0,1362,10,project
rzwitserloot/lombok,Java,5,0,0.138279745,22.40298507,4.791044776,1,0.014975468,0.975,0,0,186104,70,project
myano/jenni,Python,3,0,0.08256835,9.118110236,1.094488189,1,0,0.956097561,0,0,36778,40,project
jmesnil/stomp-websocket,JavaScript,1,1,0.0573569,3.791044776,1.611940299,1,0,0.765625,0.333333333,1,16106,40,project
processone/tsung,Erlang,2,1,0.232265617,9.962790698,0.888372093,1,0,0.967551622,1,1,72144,50,project
SpriteLink/NIPAP,Python,2,1,0.224149305,30.25263158,9.168421053,1,0.294948713,0.961095101,0,1,56454,50,project
apache/ambari,Java,36,0,0.173921415,231.9622642,0.41509434,1,0.4194868,0,0,1,2960360,65,project
apache/kafka,Java,98,1,0.207890769,72.89908257,7.110091743,1,0.49185059,0,0.163316583,0,1056886,75,project
chariotsolutions/phonegap-nfc,Java,2,0,0.088022165,5.027777778,3.12037037,1,0,0.962025316,0.5,1,8558,50,project
ninjudd/cake,Clojure,2,0,0.018556701,44.55555556,4.296296296,1,0,1,0,1,8568,30,project
RDFLib/rdflib,Python,9,1,0.204035282,16.52,3.7,1,0.321703689,0.943422914,0,1,90420,70,project
pika/pika,Python,13,1,0.262335204,17.76744186,5.821705426,1,0.475743504,0.993471164,0.111111111,1,45210,80,project
bbangert/retools,Python,2,1,0.305137119,3.925,0.4,1,1.033752482,1,0,1,3598,50,project
django-haystack/pysolr,Python,7,1,0.153825927,3.006622517,0.847682119,1,0.473297403,0.963815789,0.8,0,6436,60,project
kohsuke/youdebug,Groovy,1,0,0.209025384,1.712643678,0.045977011,1,0,1,0,0,5048,20,project
NightWhistler/PageTurner,Java,1,0,0.151535836,27.43478261,12.2826087,1,0.034549976,0.983606557,0.72,0,39776,60,project
milessabin/shapeless,Scala,7,1,0.183798419,21.98130841,3.598130841,1,0,0.995733788,1,0,66922,70,project
jnr/jnr-posix,Java,4,0,0.107713049,5.080536913,0.536912752,1,0.173739837,1,0,1,25150,50,project
apache/chukwa,Java,2,0,0.178607855,6.724409449,0.078740157,1,0.188552503,0.75,0,0,209386,50,project
kingcons/cl-6502,Common Lisp,1,1,0.015503876,7.711111111,0.044444444,1,0,1,0,0,4064,30,project
ankit/stylebot,TypeScript,1,0,0.024805833,8.62601626,4.414634146,1,0,1,0.755319149,1,24610,40,project
fusesource/hawtdispatch,Java,1,0,0.27252907,5.082191781,0.232876712,1,0.033013034,0.870967742,0,1,30030,50,project
cramforce/streamie,JavaScript,5,0,0.13051757,19.77419355,1.032258065,1,0,0.961538462,0.090909091,0,20092,70,project
espeed/bulbs,Python,1,0,0.428571429,3.333333333,1.459770115,1,0.213320463,0.894736842,0,0,15120,50,project
nacx/kahuna,Python,2,0,0.102535211,20.94117647,0,1,0,1,0,0,6372,35,project
perwendel/spark,Java,21,1,0.353669602,9,6.330357143,1,0.360331462,0.949932341,0,0,24218,70,project
soitgoes/LoveSeat,C#,2,0,0.0090765,2.303370787,0.415730337,1,0.149421129,0.903225806,0,1,132538,20,project
adrian/upm-swing,Java,1,1,0.229705986,2.420731707,0.115853659,1,0.127620632,0.803921569,0,1,13152,30,project
powdahound/ec2instances.info,HTML,23,1,0.000608673,5.438095238,3.152380952,1,0,0.985465116,0.977795311,0,1395630,60,project
wojnosystems/pololu-ms8sc-pololu-mode,C++,1,0,0.376391982,1.307692308,0,1,0,1,0,0,560,15,project
lookfirst/WePay-Java-SDK,Java,2,0,0.341998121,1.401960784,0.029411765,1,0.07875,0.958333333,0,0,4202,30,project
griffon/griffon,Java,1,1,0.260494197,23.86013986,1.895104895,1,0.135171088,1,0.164203612,1,320524,60,project
geekq/jetty-rackup,Ruby,2,0,0.082317073,1.227272727,0.022727273,1,0,1,0,0,602,20,project
twitter/thrift_client,Ruby,11,1,0.051617343,2.504672897,0.271028037,1,0.342815463,1,1,0,2756,50,project
lkiesow/erlang-datetime,Erlang,2,0,0.36026936,0.384615385,0.038461538,1,0,1,0,0,380,20,project
jkff/timeplot,Haskell,1,1,0.045454545,1.116071429,0.125,1,0,0.941176471,0,1,2310,10,project
smarx/waz-cmd,Ruby,3,0,0.001351351,1.3,0.4,1,0,1,0,0,1478,10,project
dajobe/flickcurl,C,1,1,0.208569532,17.86868687,0.323232323,1,0,0.944444444,0,1,61988,40,project
erussell/hstore-field,Python,1,0,0.156378601,2.388888889,0.055555556,1,0,1,0,0,1230,20,project
sonatype/maven-reference-en,CSS,3,0,0.006976232,9.452631579,0.031578947,1,0,0.916666667,0,0,153162,30,project
zeromq/jeromq,Java,11,0,0.178209618,12.97894737,4.484210526,1,0.365861911,1,0,0,105130,70,project
OpenRefine/OpenRefine,Java,11,1,0.199933462,42.96774194,4.056451613,1,0.292169587,0.974411464,0.206896552,1,336676,80,project
twitter/chill,Scala,14,0,0.258600961,7.659574468,1.382978723,1,0,0.988835726,0,0,19438,60,project
mozilla-services/heka,Go,5,1,0.184334164,91.46666667,21.13333333,1,0,0.984162896,0,1,130208,60,project
crsmithdev/arrow,Python,38,0,0.1152513,13.13978495,3.870967742,1,0.455091104,0.993055556,1,1,20420,80,project
apache/cordova-android,Java,19,0,0.224752614,27.41843972,2.879432624,1,0.165057388,0.986970684,0.031206657,0,44186,80,project
pmembrey/cakedb,Erlang,2,0,0.186600904,8.333333333,0,1,0,1,0,0,3958,35,project
dae/anki,Python,4,0,0.139115945,55.48913043,8.163043478,1,0,0.991242038,1,1,131228,50,project
lepture/nico,JavaScript,2,1,0.018850141,8.433962264,0.886792453,1,0,0.954545455,0.818181818,0,10410,40,project
blegros/flexRpcStubs,ActionScript,1,0,0.096200485,1.714285714,0.214285714,1,0,0.666666667,0,0,4472,20,project
thehyve/transmartAppInstaller,Shell,3,0,0.222719141,5.611111111,0.055555556,1,0,1,0,0,1738,40,project
testing-cabal/testtools,Python,3,0,0.189984967,12.54482759,0.593103448,1,0.760609837,0.968299712,0,0,31252,50,project
OpenKit/openkit-ios,Objective-C,2,0,0.38446188,23.29411765,0.470588235,1,0.001343236,0.8,0,1,27144,40,project
apache/tomee,Java,12,0,0.242027085,76.61931818,3.943181818,1,0.224775165,0.980976013,0.043478261,1,1411244,80,project
PointCloudLibrary/pcl,C++,34,0,0.262746011,113.2807018,4.026315789,1,0.054480177,0,0,1,1210198,65,project
netom/satispy,Python,4,1,0.083333333,0.787878788,0.090909091,1,0.30740276,1,0,1,1782,30,project
hermanschaaf/mafan,Python,1,1,0.32,1.064102564,0.192307692,1,0.148989899,0.944444444,0,0,1054,30,project
mgcrea/node-xlsx,JavaScript,3,1,0.072407045,1.605263158,1.328947368,1,0,0.980392157,0.913043478,0,948,30,project
zopefoundation/mongopersist,Python,3,1,0.585392728,1.950980392,0.029411765,1,0.090578245,1,0,0,5268,30,project
calrissian/mango,Java,2,1,0.357776418,6.305882353,1.858823529,1,0.26878467,0.983606557,0,1,16798,50,project
mauricio/postgresql-async,Scala,3,1,0.312055853,5.883116883,1.974025974,1,0,0.928176796,0.333333333,0,22072,50,project
yahoo/storm-yarn,Java,7,0,0.097597437,2.351351351,0.527027027,1,0.054918756,0.913978495,0,0,16902,50,project
pdincau/gcm-erlang,Erlang,2,1,0.004950495,3.868421053,0.289473684,1,0,1,0.5,0,804,40,project
mitchellh/goamz,Go,17,0,0.091870387,19.31818182,2.954545455,1,0,0.860248447,0,0,34696,60,project
tastejs/todomvc,JavaScript,29,1,0.201194434,27.89423077,7.096153846,1,0,0.926070039,0.116741723,1,2549364,70,project
allmarkedup/purl,JavaScript,2,0,0.035864979,0.792682927,0.390243902,1,0,0.682926829,0,1,914,10,project
rackerlabs/silverberg,Python,6,1,0.135461663,8.774193548,0.290322581,1,0.074240631,0.97826087,0.333333333,0,25618,80,project
apache/deltaspike,Java,6,1,0.322068744,23.34615385,1.028846154,1,0.279134117,0.95890411,0,0,206426,70,project
spring-projects/spring-security,Java,8,0,0.276237314,45.73604061,4.487309645,1,0.568663319,0.930517711,0.758928571,1,601910,80,project
Adobe-Marketing-Cloud/experiencemanager-seo-extensions,JavaScript,1,1,0.35465722,3.428571429,0,1,0,0.666666667,0,0,6194,35,project
MarkusBernhardt/xml-doclet,Java,1,0,0.239192399,1.327272727,0.163636364,1,0.603667665,0.769230769,0,1,6406,30,project
torch/cutorch,Cuda,12,1,0.083093054,15.31343284,6.626865672,1,0,0.99334221,0,0,55968,60,project
raysan5/raylib,C,2,1,0.171690342,51.84146341,9.43902439,1,0.504909239,0.997265269,0.461538462,0,406652,60,project
rapid7/dap,Ruby,5,1,0.020716324,6.151898734,0.17721519,1,0.038650102,1,1,0,42544,70,project
apache/aurora,Java,20,0,0.178336059,34.66949153,0.305084746,1,0.472386369,0.954954955,0.00625,0,306456,80,project
s3fs-fuse/s3fs-fuse,C++,5,1,0.210185509,10.11612903,4.8,1,0,0.999196787,1,1,36104,70,project
nebula-plugins/gradle-ospackage-plugin,Groovy,10,1,0.112012645,9.072727273,1.954545455,1,0,0.98019802,0.7,0,16854,70,project
mesos/mesos-go,Go,3,1,0.050779947,13.87012987,2.298701299,1,0,1,0.2,0,779752,40,project
vuejs/vue,JavaScript,6,0,0.109713286,59.88461538,6.365384615,1,0,0.823878069,0.12244898,0,285052,70,project
gulpjs/gulp,JavaScript,48,1,0.02037037,13.88235294,0.258823529,1,0,1,0.3,0,10580,60,project
django-compressor/django-compressor,Python,23,1,0.198178808,11.13333333,4.22962963,1,0.612699216,0.981612447,0.454545455,1,9686,80,project
hadoopecosystemtable/hadoopecosystemtable.github.io,HTML,10,0,0.018292683,3.5,0.214285714,1,0,0.991525424,0,0,5152,50,project
epgsql/epgsql,Erlang,5,1,0.109561034,5.144927536,0.601449275,1,0,0.985185185,0.333333333,1,14808,70,project
bcsaller/juju-docker,Python,2,0,0.149489051,3.25,0,1,0,1,0,0,5826,35,project
ua-parser/uap-core,JavaScript,44,1,0.007567275,10.87068966,1.681034483,1,0,0.960151803,0.8,0,411280,60,project
cockroachdb/cockroach,Go,29,0,0.138055975,649.6202532,0,1,0,0,0.062082139,1,3968492,60,project
sequenceiq/sequenceiq-samples,Java,5,0,0.294523865,9.2,0.1,1,0.05085639,1,0.037037037,0,67016,80,project
stretchr/filetypes.js,JavaScript,2,0,0.186864738,1,0.125,1,0,1,0,0,6240,20,project
ambitioninc/django-db-mutex,Python,5,1,0.276755853,1.796875,0.09375,1,0.451097804,0.980392157,0,1,1730,50,project
edenhill/kafkacat,C,3,1,0.206359855,3.736842105,2.75,1,0,0.943181818,0,1,11830,40,project
exxeleron/qPython,Python,2,1,0.280548415,2.178571429,0.982142857,1,0.404534998,0.852941176,0,1,8396,30,project
edulify/play-hikaricp.edulify.com,Scala,2,1,0.1094196,11.15,2.35,1,0,1,0,1,1872,40,project
pinterest/secor,Java,8,1,0.253878625,32.03947368,3.223684211,1,0.268602868,0,0,1,27220,65,project
bytedeco/javacpp,Java,1,1,0.210515625,7.475247525,3.178217822,1,0.117294193,0.983240223,1,1,54416,60,project
oscarlab/graphene,C,8,0,0.140335069,23.19480519,7.324675325,1,0.057571533,0,0,1,173642,65,project
takluyver/nbopen,Python,3,0,0.035242291,1.266666667,1.222222222,1,0,0.925925926,0,1,438,10,project
finagle/finch,Scala,7,1,0.151037938,25.4,5.186666667,1,0,0.98125,0,0,16604,60,project
guylabs/angular-spring-data-rest,JavaScript,2,1,0.161991986,3.84375,0.84375,1,0,1,0.086956522,0,5856,50,project
srdja/Collections-C,C,3,0,0.309381884,8.208333333,0.694444444,1,0.414307305,0.961783439,0,0,21318,50,project
statsd/statsd,JavaScript,69,1,0.099393939,8.843478261,2.252173913,1,0,0.950732357,0.004314995,1,17832,70,project
neo4jrb/neo4j,Ruby,6,1,0.109976272,33.20408163,6.727891156,1,0.575271332,0.989655172,0.846153846,0,51762,80,project
capistrano-plugins/capistrano-unicorn-nginx,Ruby,3,0,0.027851459,2.361702128,1.234042553,1,0,0.885057471,0,0,1466,10,project
DesignOpen/designopen.github.io,HTML,7,1,0.010448264,16.875,3.0625,1,0,0.997014925,1,0,11744,60,project
formly-js/angular-formly,JavaScript,3,1,0.027883054,20.98,12.16,1,0,1,0.946428571,0,14364,40,project
bcit-ci/CodeIgniter,PHP,28,1,0.408858167,61.18072289,0.361445783,1,0.191891211,0,0.666666667,1,106214,75,project
docker/machine,Go,26,1,0.185854259,61.83928571,17.32142857,1,0,0,0.775862069,1,786880,65,project
opengeospatial/geoapi,Java,5,0,0.611009776,12.41428571,0.223809524,1,0.301314558,1,0,1,130514,70,project
ustims/DartORM,Dart,2,1,0.140890688,2.666666667,0.19047619,1,0,1,0,0,4244,20,project
buildkite/agent,Go,4,0,0.102525506,44.92405063,6.253164557,1,0,0.982958419,0.661764706,1,42928,50,project
researchgate/gradle-release,Groovy,6,1,0.093893832,5.452830189,2.537735849,1,0,0.983471074,0,1,5906,60,project
wikimedia/html-metadata,JavaScript,7,1,0.142542895,2.338983051,0.525423729,1,0,0.971962617,0.235294118,1,3898,50,project
GoogleCloudPlatform/PerfKitBenchmarker,Python,28,1,0.246364684,68.88405797,7.913043478,1,0.247373136,0,0.000133245,0,190932,65,project
ruby/spec,Ruby,39,0,0.01575067,84.37414966,0.693877551,1,0.947929152,0.998417722,0.857142857,1,370062,70,project
openshift/openshift-ansible,Python,38,1,0.098945071,204.1971831,0.478873239,1,0.098930481,0,0.135135135,0,9908,75,project
codito/gnome-pomodoro,Vala,1,0,0.170333106,9.625,3.491071429,1,0,0.975609756,0,0,58382,40,project
open-io/oio-sds,Python,5,1,0.157621041,70.31034483,3.413793103,1,0.098671309,0,0.157407407,0,264042,75,project
apache/openmeetings,Java,2,0,0.170635589,50.49122807,0.701754386,1,0.09846744,0.975206612,0,1,334622,50,project
confluentinc/kafka-rest-node,JavaScript,5,0,0.269673704,1.404761905,0.5,1,0,0.888888889,0,1,3044,40,project
fabienb4/meteor-autoform-semantic-ui,JavaScript,2,0,0.060469314,10.22222222,3.666666667,1,0,0.962962963,0,0,2082,30,project
Comcast/traffic_control,NULL,14,0,0,101.5813953,17.09302326,0,0,0,0,1,4,45,project
apache/activemq-artemis,Java,8,1,0.191529298,110.5142857,0.357142857,1,0.51817732,0,0.00152439,1,1289590,65,project
gscrot/gscrot,Java,1,0,0.087994034,18.3125,0.0625,1,0,1,0,0,4892,40,project
zachlatta/pyre,Go,1,0,0.003257329,0.53125,0.0625,1,0,0.666666667,0,0,612,10,project
sustrik/libmill,C,1,1,0.15811684,26.14634146,2.341463415,1,0.660584833,0.988023952,0,0,25536,50,project
elasticquent/Elasticquent,PHP,4,1,0.3412737,2.294117647,2.411764706,1,0.154427646,0.775280899,0.454545455,1,2710,40,project
spotify/async-google-pubsub-client,Java,3,1,0.34360098,5.925,0.35,1,0.413381632,0.98245614,0,1,10186,50,project
apache/nifi,Java,36,0,0.205509362,87.02898551,3.913043478,1,0.316010505,0.446721311,0.214285714,1,1714568,75,project
electricimp/Salesforce,Squirrel,6,0,0.19186828,2.491803279,0.049180328,1,0,1,0,1,4810,40,project
Azure/amqpnetlite,C#,2,1,0.207778444,8.459459459,4.216216216,1,0.195727464,0.989528796,0,0,79238,50,project
zombiezen/filedrop,JavaScript,2,0,0.237602881,3,1.2,1,0,1,0,0,222684,20,project
joschu/cgt,Python,3,0,0.304443763,28.125,6.5,1,0.105648889,0.827586207,0,0,22696,50,project
intljusticemission/react-big-calendar,JavaScript,60,1,0.022041092,9.666666667,1.916666667,1,0,0.958646617,0.169014085,1,81108,60,project
apache/qpid-dispatch,Python,9,1,0.175491752,33.69512195,10.15853659,1,0.506456023,0.978658537,0.358584785,1,273214,80,project
confluentinc/kafka-connect-hdfs,Java,17,0,0.15006534,22.64516129,4.338709677,1,0.445973783,0.954761905,0,0,23414,70,project
shaggytwodope/clockr,Python,4,1,0.103571429,8.714285714,0.142857143,1,0,1,0,1,502,40,project
coreos/coreos-kubernetes,Shell,10,0,0.038933951,28.11538462,17.57692308,1,0,0.997395833,0,0,8294,50,project
JBKahn/django-sharding,Python,3,0,0.088616891,2.254901961,0.764705882,1,0.69809568,0.956521739,0,0,7446,30,project
inorichi/tachiyomi,Kotlin,6,1,0.105923432,45.57627119,6.06779661,1,0,0.981340119,0.763157895,1,129566,70,project
confluentinc/kafka-connect-hdfs,Java,17,0,0.15006534,22.64516129,4.338709677,1,0.445973783,0.954761905,0,0,23414,70,project
shtalinberg/django-el-pagination,Python,3,1,0.281071042,4.274509804,2.196078431,1,0.628995434,1,0.333333333,0,9290,60,project
jmdns/jmdns,HTML,4,1,0.164087053,2.225641026,0.646153846,1,0,0.953488372,0,1,70750,20,project
mdn/learning-area,HTML,4,0,0.054648614,13.73584906,1.339622642,1,0,0.99122807,0,0,92306,30,project
greenplum-db/gporca,C++,19,0,0.085498189,17.56140351,1.122807018,1,0.000523889,1,0.62962963,1,2747842,70,project
apache/arrow,C++,42,1,0.20099303,136.0363636,9.272727273,1,0.232092084,0.641350211,0.089844852,1,1422560,80,project
NetComposer/nksip,Erlang,1,0,0.198054889,22.12121212,0.606060606,1,0,0.878378378,0,1,60194,40,project
django-haystack/pysolr,Python,7,1,0.153825927,3.006622517,0.847682119,1,0.473297403,0.963815789,0.8,0,6436,60,project
Alluxio/alluxio,Java,37,0,0.206807,339.8478261,8.869565217,1,0.338420807,0,0.012597048,0,764178,75,project
pallets/flask,Python,71,0,0.234013883,32.096,0.152,1,0.581362855,0,0,0,37518,65,project
mattermost/mattermost-docker,Shell,13,1,0.113333333,6.807017544,4.807017544,1,0,0.992462312,0.214285714,0,2660,70,project
mattermost/mattermost-docker,Shell,13,1,0.113333333,6.807017544,4.807017544,1,0,0.992462312,0.214285714,0,2660,70,project
apache/incubator-taverna-plugin-gis,Java,2,0,0.306542056,0.413043478,0.108695652,1,0.153310105,0.875,0,0,2968,30,project
kubernetes/community,Jupyter Notebook,193,0,0.017979414,135.8571429,14.4,1,0,0,0,0,264466,45,project
apache/airflow,Python,202,0,0.281428886,139.5492958,8.295774648,1,0.490709044,0,0.581560284,1,514918,75,project
apache/incubator-milagro-crypto,C,5,0,0.168972732,0.666666667,0.256410256,1,0,1,0,0,435322,40,project
apertureless/vue-chartjs,JavaScript,1,1,0.027176489,11.97959184,9.918367347,1,0,0.992673993,0.028169014,1,12314,40,project
snapcore/snapcraft,Python,12,1,0.180597053,67.90322581,0.435483871,1,0.439340086,0,0.166666667,1,192522,75,project
